clean_title,clean_author,subjects,source
Massacre In Milwaukee,Richard W. Jaeger,"['Serial murders', 'Case studies', 'Biography', 'Mentally ill offenders', 'Serial murderers', 'Sexual deviance', 'Paraphilias']",openlibrary.org
Massage Made Easy,Mario-Paul Cassar,['Massage'],openlibrary.org
"Master Ic Cookbook, The",Clayton Hallmark,"['Handbooks, manuals', 'Integrated circuits']",openlibrary.org
Master Of Dragonard Hill,Rupert Gilchrist,[],openlibrary.org
Master Of The Game,Sidney Sheldon,"['Sidney Sheldon', 'Adult', 'American', 'Crime', 'Fiction', 'Literature', 'Saga', '1984 TV miniseries', 'Stories', 'Adventure', 'Drama', 'Romanc', 'Family', 'Four generations', 'Wealth', 'Diamonds', 'Diamond empire', 'Ambition', 'Blackmail', 'Businesswomen', 'Detective', 'Murder', 'Mystery', 'Intrigue', 'Suspense', 'Thriller', 'Novela de misterio', 'Novela policíaca', 'Fiction, suspense', 'Large type books', 'Fiction, thrillers, suspense', 'American fiction', 'Translations into Vietnamese', 'New York Times reviewed']",openlibrary.org
Master Of The Game (P),Sidney Sheldon,[],openlibrary.org
Master Of The Unexpected Master Of The Game,Sidney Sheldon,[],openlibrary.org
Mastering Drawing The Human Figure,Jack Faragasso,"['Graphic arts', 'Figure drawing', 'Human figure in art', 'Drawing', 'Art, study and teaching']",openlibrary.org
Mastering Muay Thai Kick-Boxing,Joe Harvey,"['Muay Thai', 'Kickboxing', 'Sports, asia']",openlibrary.org
Mastering The Essential Techniques: Brazilian Jiu-,Gene Simco,"['Jiu-jitsu', 'Martial arts']",openlibrary.org
Mastering The Rubber Guard Jiu Jitsu For Mixed Mar,Eddie Bravo,[],openlibrary.org
Mastering The Tarot,Eden Gray,"['Tarot', 'Study and teaching']",openlibrary.org
Mastering Vba For Microsoft Office 2016,Richard Mansfield,"['Microsoft Visual Basic for Applications', 'Microsoft Office', 'Business', 'Computer programs', 'Microsoft visual basic (computer program)', 'Microsoft office (computer program)', 'Integrated software']",openlibrary.org
Mastering Yang Style Taijiquan,Fu Zhongwen,"['Tai chi', 'Martial arts', 'Self-defense']",openlibrary.org
Mastering 3D Animation,Peter Ratner,"['Computer animation', 'Three-dimensional display systems']",openlibrary.org
Masters & Legends Of Fantasy Art,Imagine Fx,[],openlibrary.org
Masters Of Florence,,[],openlibrary.org
Masters V1,Drakaina,[],openlibrary.org
Mated By A Thug,Beverly Turner,[],openlibrary.org
Matisse,Volkmar Essers,"['Color in art', 'French Painting', 'Pintores', 'Painters', 'Artists', 'Biography', 'Modern Painting', 'Matisse, henri, 1869-1954', 'Criticism and interpretation', 'French Painters', 'Art - Year 8 - Artists and design', 'Matisse, Henri, 1869-1954', 'Peintres', 'Biographies', 'Impressionism (art)', 'Painters, france']",openlibrary.org
"Maverick Soul, The",Miv Watts,"['Interior decoration', 'Themes, motives', 'Bohemianism']",openlibrary.org
Mayo Chiki,Hajime Asano,"['Comics & graphic novels, manga, general']",openlibrary.org
Mayo Chiki V1,Hajime Asano,[],openlibrary.org
Mayo Chiki V1-3,Hajime Asano,[],openlibrary.org
Mayo Chiki V2,Hajime Asano,[],openlibrary.org
Mayo Chiki V3,Hajime Asano,[],openlibrary.org
Mayo Chiki V4,Hajime Asano,[],openlibrary.org
Mayo Chiki V5,Hajime Asano,[],openlibrary.org
Mayo Chiki V7,Hajime Asano,[],openlibrary.org
Me Against The World,Russell Barnes,[],openlibrary.org
Me Sexy,Drew Taylor,"['Sex', 'Native peoples', 'Humor', 'Sexual behavior', 'Canadian wit and humor (English)', 'Indigenous peoples', 'Canadian wit and humor', 'Canadian Humorous stories']",openlibrary.org
Meathouse Man,George Martin,[],openlibrary.org
Mechanics Of Demonology,G.P. Haggart,[],openlibrary.org
Medical Language Immerse Yourself,Susan Turley,[],openlibrary.org
Medieval Arms And Armor,J.H. Hefner-Alteneck,[],openlibrary.org
"Medieval Warrior: Weapons, Technology, And",Martin Dougherty,[],openlibrary.org
"Medium Is The Massage, The",Marshall Mcluhan,"['Communication', 'History', 'Mass media', 'Technology and civilization', 'Social aspects', 'Philosophy', 'Technologie et civilisation', 'Histoire', 'Communications', 'Electronics', 'Technology', 'Mass media, social aspects', 'Massamedia', 'Kommunikation', 'Medien', 'Massenmedien', 'Information', 'Wahrnehmung', 'Gesellschaft', 'Beeinflussung', 'Media & communications', 'Civilization - history', 'Communication--history', 'Mass media--history', 'P90 .m258 2001', '001.5', '302.23/09']",openlibrary.org
Medusa,Chris Achilleos,"['Fantasy in art', 'Themes, motives', 'Women in art', 'Fiction, science fiction, general', 'Painting, british', 'Art, themes, motives, etc.']",openlibrary.org
Meet Your Strawman & Whatever You Want To Know,David Robinson,[],openlibrary.org
Meeting Strangers,Justin Santos,"['Photography, erotic', 'Gay men']",openlibrary.org
Meeting With Japan,Fosco Maraini,"['Social life and customs', 'Taoism', 'Zen Buddism', 'Mœurs et coutumes', 'Descriptions et voyages', 'Japan Architecture', 'Architecture', 'Zen Buddhism', 'Manners and customs', 'Description and travel', 'Civilization', 'Japan, social life and customs', 'Philosophy', 'History']",openlibrary.org
Mekhet: Shadows In The Dark,Howard Ingham,[],openlibrary.org
Melody,Stacy-Deanne,"['African American women', 'Fiction', 'Investigation', 'Man-woman relationships', 'Rape', 'Rapists', 'Fiction, romance, erotica', 'Fiction, thrillers, suspense', 'African americans, fiction']",openlibrary.org
Memoir Of A Race Traitor,Mab Segrest,"['Biography', 'Civil rights movements', 'Civil rights workers', 'Feminism', 'Lesbians', 'Race relations']",openlibrary.org
Memoir: The Tattooed Portraits Series,Shawn Barber,[],openlibrary.org
Memoirs Of A Woman Of Pleasure,John Cleland,[],openlibrary.org
Memorial Art Book,Muv-Luv,[],openlibrary.org
Memories From A Sinking Ship,Barry Gifford,"['Fiction', 'Nineteen fifties', 'Boys', 'Nineteen sixties', 'Parent and child', 'Childhood and youth', 'Adolescence', 'Fiction, general', 'United states, fiction']",openlibrary.org
Memoris Of A White Pimp,Robert Kramer,[],openlibrary.org
Men & Sex,Clifford Penner,[],openlibrary.org
Men Can'T Be Trusted,Tyresha Moncrieffe,[],openlibrary.org
Men From Boys,,[],openlibrary.org
Men In Love The Triumph Of Love Over Rage,Nancy Friday,[],openlibrary.org
Men In Motion The Art And Passion Of The Male,Francois Rousseau,[],openlibrary.org
Men Loving Men,Mitch Walker,"['Male Homosexuality', 'Sex instruction for gay men', 'Sexual intercourse', 'Handbooks, manuals', 'Homosexuality']",openlibrary.org
"Men Of Inkedkenny, The",Bruno Gmunder,[],openlibrary.org
Men'S Health Big Black Book Of Secrets,,[],openlibrary.org
"Men'S Health Big Book Of Sex, The",Men'S Health,[],openlibrary.org
Menace,Erick S. Gray,"['African Americans', 'Fiction']",openlibrary.org
Menage A 3 V1 Omnibus,Gisele Lagace,[],openlibrary.org
Menage A 3 V2 Omnibus,Gisele Lagace,[],openlibrary.org
Menage A 3 V3 Omnibus,Gisele Lagace,[],openlibrary.org
Menage A 3 V4 Omnibus,Gisele Lagace,[],openlibrary.org
Menage A 3 V5 Omnibus,Gisele Lagace,[],openlibrary.org
Menage'S Way,Victor Martin,"['Fiction', 'African Americans', 'Crime']",openlibrary.org
Mental Dominance The Art Of Ninja Mind Power,Haha Lung,[],openlibrary.org
Mercenaries,Al J. Venter,"['Private military companies', 'Terrorism', 'Mercenary troops', 'Prevention', 'History']",openlibrary.org
Mercenary,Ice Money,[],openlibrary.org
"Mercenary 2 The Formula, The",Vicente Segrelles,[],openlibrary.org
Merck Manual Of Diagnosis & Therapies,,[],openlibrary.org
"Merck Manual, The Nineteenth Edition",Robert Porter,[],openlibrary.org
Mercy,Echo Heron,"['Fiction', 'Nurses']",openlibrary.org
"Mercy The Fair Lady, The Frost & The Fiend",Mirka Andolfo,[],openlibrary.org
Merda! The Real Italian You Were Never Taught In,Roland Delicio,[],openlibrary.org
Merde,Genevieve Edis,[],openlibrary.org
Meridian,Alice Walker,"['African American college students', 'African American college students in fiction', 'African American women', 'African American women in fiction', 'Civil rights movements', 'Fiction', 'Fiction in English', 'Southern States in fiction', 'Voter registration', 'Voter registration in fiction', 'Feminist fiction', 'African American girls', 'African Americans', '1000blackgirlbooks', 'Fiction, general', 'African americans, fiction', 'Southern states, fiction', 'Atlanta (ga.), fiction', 'Large type books', 'American fiction', 'Women authors', 'African American authors', 'Bildungsromans', 'American fiction (fictional works by one author)', 'Civil rights']",openlibrary.org
Mermaid Song,Sal Quartuccio,[],openlibrary.org
Mermaid Song Desires Of The Deep,,[],openlibrary.org
Mermaid Wisdom: Enrich Your Life With Insights,Brenda Rosen,[],openlibrary.org
Mermaids,Welleran Poltarnees,[],openlibrary.org
Mermaids,Skye Alexander,['Mermaids'],openlibrary.org
Mermaids And Anthology,Steve Dobell,['Mermaids'],openlibrary.org
"Mermaids, Sirens Of The Sea",Kerry Colburn,[],openlibrary.org
Merriam-Webster'S Compact 5-Language Visual,Jean-Claude Corbeil,[],openlibrary.org
Merriam-Webster'S Spanish-English Visual,Jean-Claude Corbeil,"['English Picture dictionaries', 'Spanish language', 'Spanish', 'English', 'Dictionaries', 'Spanish Picture dictionaries', 'English language', 'Language and languages, study and teaching', 'Language study']",openlibrary.org
Merriam-Webster'S Visual Dictionary 2Nd Edition,,[],openlibrary.org
Messy Girls,Charles Gatewood,"['Photography, artistic']",openlibrary.org
Metabaron Bk 1,Alejandro Jodorowsky,[],openlibrary.org
Metabaron Bk 2,Alejandro Jodorowsky,[],openlibrary.org
Metabaron Bk3,Alejandro Jodorowsky,[],openlibrary.org
Metal Of Dishonor Depleted Uranium,,[],openlibrary.org
Metamorphosis 2,,[],openlibrary.org
Metamorphosis: 50 Contemporary Surreal Fantastic &,,[],openlibrary.org
Metasploit 5.0 For Beginners 2Nd Ed.,Sagar Rahalkar,[],openlibrary.org
Meth: A Memoir,Wayne Huffman,[],openlibrary.org
"Mexican Mafia, The",Tony Rafael,"['Organized crime investigation', 'Prison gangs', 'Mexican American criminals', 'Gangs', 'Mexican Mafia (Gang)', 'Organized crime', 'Mexican americans', 'Criminals, united states', 'Mexican Mafia']",openlibrary.org
Mexican Money Launderers,,[],openlibrary.org
Mexican Muralists,Desmond Rochfort,"['Mural painting and decoration', 'Painting, Mexican', 'Art and revolutions', 'Pintura mural mexicana', 'Mexican Mural painting and decoration', 'Crítica e interpretación', 'Criticism and interpretation', 'Mexican Painting', 'Pintura mexicana', 'Mural painting and decoration, Mexican', 'History', 'Orozco, jose clemente, 1883-1949', 'Rivera, diego, 1886-1957', 'Siqueiros, david alfaro, 1896-1974', 'Biography', 'Muralists', 'Painters, mexico']",openlibrary.org
Michael Jackson'S Dangerous Liaisons,Carl Toms,"['Jackson, michael, 1958-2009', 'Child sexual abuse']",openlibrary.org
Michelangelo,Gerhard Gruitrooy,"['Catalogs', 'Michelangelo buonarroti, 1475-1564']",openlibrary.org
Michelangelo & Sebastiano,Matthias Wivel,"['Michelangelo buonarroti, 1475-1564', 'Painting, italian', 'Italy, biography', 'Exhibitions', 'Renaissance Art', 'Artistic collaboration']",openlibrary.org
Michelangelo Buonarroti,Ernest Rabott,[],openlibrary.org
Michelangelo Drawings,Hugo Chapman,"['Exhibitions', 'Drawing, Italian', 'Renaissance Drawing', 'Drawing, Renaissance', 'Italian Drawing', 'Art, exhibitions', 'British Museum', 'Teylers Museum', 'Ashmolean Museum']",openlibrary.org
"Michelangelo The Complete Sculpture, Painting",William Wallace,[],openlibrary.org
"Michelangelo: Paintings, Sculpture, Architecture",Ludwig Goldscheider,[],openlibrary.org
Mick Rock Exposed The Faces Of Rock 'N' Roll,Tom Stoppard,[],openlibrary.org
"Microdosing Guidebook, The",C.J. Spotswood,[],openlibrary.org
Microsoft Access 2016 Programming By Example,Julitta Korol,"['Mathematics', 'Microsoft access (computer program)', 'Microsoft visual basic (computer program)', 'Active server pages (computer program)', 'Database management', 'XML (Document markup language)', 'Microsoft Access', 'Active server pages', 'Microsoft Visual Basic for applications']",openlibrary.org
Midnight Bayou,Nora Roberts,"['Open Library Staff Picks', 'Fiction', 'Suspense fiction', 'Home ownership', 'Love stories, American', 'Fiction, romance, suspense', 'New orleans (la.), fiction', 'Large type books', 'Haunted houses', 'Romans, nouvelles', 'Maisons hantées', 'Houses', 'Mystery fiction', 'American literature']",openlibrary.org
Midnight Bayou (Large Print),Nora Roberts,[],openlibrary.org
Midnight Days - The Deluxe Edition,Neil Gaiman,[],openlibrary.org
Midnight In Savannah,Darwin Porter,"['Fiction', 'Fiction, general']",openlibrary.org
Midnight Secretary V1,Tomu Ohmi,[],openlibrary.org
Midnight Secretary V2,Tomu Ohmi,[],openlibrary.org
Midnight Secretary V3,Tomu Ohmi,[],openlibrary.org
Midnight Secretary V4,Tomu Ohmi,[],openlibrary.org
Midnight Secretary V5,Tomu Ohmi,[],openlibrary.org
Midnight Secretary V6,Tomu Ohmi,[],openlibrary.org
"Midnight Tour,The",Richard Laymon,"['American Horror tales', 'Horror tales']",openlibrary.org
Midnighter The Complete Wildstorm Series,Garth Ennis,[],openlibrary.org
Midori Days V1,Kazurou Inoue,[],openlibrary.org
Mierda,Talavera Berger,"['Spanish language', 'Obscene words', 'Slang', 'Conversation and phrase books', 'English', 'Spanish language, slang', 'Spanish language, conversation and phrase books', 'Forest policy', 'Clearcutting', 'Forest management', 'United States. Forest Service']",openlibrary.org
Might As Well Cheat,Munmun,[],openlibrary.org
"Mike Path Killer, The",Maki Becker,[],openlibrary.org
Milady Standard Advances Esthetics,,[],openlibrary.org
Military House Hacking,Markian Sich,"['Finance, personal', 'Self-help techniques']",openlibrary.org
Milk And Honey,Rupi Kaur,"['Canadian poetry', 'Survival', 'Poetry', 'Women', 'Poetry (poetic works by one author)', 'nyt:trade-fiction-paperback=2016-05-01', 'New York Times bestseller', 'collectionID:TexChallenge2021', 'BODY, MIND & SPIRIT', 'FICTION', 'Romance', 'Literature', 'Amerikanisches Englisch', 'Lyrik', 'Kvinnor', 'Survival skills', 'American poetry', 'collectionID:KellerChallenge', 'banned books', 'collectionID:AlpineChallenge', 'General', 'FICTION / Romance', 'collectionID:bannedbooks']",openlibrary.org
Milk Robotics,,[],openlibrary.org
Millennium 3: The Girl Who Kicked The Hornest'S,Sylvain Runberg,[],openlibrary.org
Miller'S Fantasy Photos Picture Calendar,,[],openlibrary.org
Milo Manara The Definitive Collection,Milo Manara,[],openlibrary.org
Milton'S Paradise Lost,Gustave Dore,[],openlibrary.org
"Milwaukee Cannibal, The",Lamar Buck,[],openlibrary.org
Milwaukee Massacre Jeffrey Dahmer And The,Robert Dvorchak,[],openlibrary.org
Milwaukee Murders,Don Davis,[],openlibrary.org
Mind Assassins,Haha Lung,"['Brainwashing', 'Martial arts', 'Psychological aspects', 'Sports, asia']",openlibrary.org
Mind Control,Haha Lung,"['Self-defense', 'Psychological warfare']",openlibrary.org
Mind Fist The Asian Art Of The Ninja Masters,Haha Lung,[],openlibrary.org
Mind Manipulation,Haha Lung,"['Martial arts', 'Psychology']",openlibrary.org
Mind Of The Ninja: Exploring The Inner Power,Kirtland Peterson,[],openlibrary.org
Mind Over Matter,Storm Thorgerson,"['Album covers', 'Commercial art', 'Pink Floyd (Group)', 'Sound recordings', 'Rock musicians, great britain', 'Rock musicians, biography']",openlibrary.org
Mind Power The Secret Of Mental Magic,William Atkinson,[],openlibrary.org
Mind Prey,John Sandford,"['Davenport, Lucas (Personaje literario)', 'Ficción', 'Fiction', 'Investigadores privados', 'Large type books', 'Lucas Davenport (Fictitious character)', 'Novela de misterio', 'Private investigators', 'Thrillers', 'Suspense', 'Kidnapping', 'Fiction, thrillers, general', 'Davenport, lucas (fictitious character), fiction', 'Minnesota, fiction', 'Minneapolis (minn.), fiction', 'Fiction, mystery & detective, hard-boiled', 'Fiction, mystery & detective, police procedural', 'Private investigators, fiction']",openlibrary.org
Mind Warrior,Haha Lung,"['Strategy', 'Psychological warfare', 'Control (Psychology)', 'Philosophy', 'Martial arts', 'Manipulative behavior', 'Personality and motivation']",openlibrary.org
Mini Weapons Of Mass Destruction,John Austin,"['Handicraft', 'Toys', 'Ninjutsu']",openlibrary.org
Miracles Of Mary,Michael S. Durham,"['Apparitions and miracles', 'Mary, blessed virgin, saint, apparitions and miracles']",openlibrary.org
Mirage,Boris Vallejo,"['Erotic art', 'Fantasy in art', 'Painting, american']",openlibrary.org
Mirror Mirror,Liz Rideal,"['Women artists', 'Self-portraits', 'Self-perception in women', 'Exhibitions', 'Portrait painting', 'Portrait painting -- 18th century -- Exhibitions', 'Portrait painting -- 19th century -- Exhibitions', 'Portrait painting -- 20th century -- Exhibitions', 'Self-portraits -- Exhibitions', 'Women artists -- Exhibitions', 'Women in art']",openlibrary.org
"Mirror Of Magic, The",Kurt Seligmann,"['Magic, history', 'Occultism, history']",openlibrary.org
Mirty Spanish Workbook,,[],openlibrary.org
Misfits,Hunter Shea,['American literature'],openlibrary.org
Misled,Kathryn Kelly,"['Fiction, romance, general', 'Crime']",openlibrary.org
Misophonia,Jesse Draxler,['Art'],openlibrary.org
Miss,Sadie Blackeyes,[],openlibrary.org
Miss America,Howard Stern,"['Celebrities', 'Anecdotes', 'Stern, howard, 1954-', 'American wit and humor', 'Television personalities', 'Humor, general', 'American wit and humor, social life and customs', 'Radio broadcasters']",openlibrary.org
Miss Anne In Harlem,Carla Kaplan,"['Harlem Renaissance', 'Intellectual life', 'White Women', 'African Americans', 'African American intellectuals', 'Biography', 'History', 'New York Times reviewed', 'Whites, history', 'Intellectuals', 'Harlem (new york, n.y.), social conditions', 'Harlem (new york, n.y.), history', 'African americans, biography', 'Women, united states, biography']",openlibrary.org
Miss Dior,Justine Picardie,"['Family', 'World War, 1939-1945', 'Biography', 'Underground movements', 'BIOGRAPHY & AUTOBIOGRAPHY / Fashion', 'HISTORY / Europe / France', 'BIOGRAPHY & AUTOBIOGRAPHY / Women', 'Families', 'War Underground movements']",openlibrary.org
Miss Kobayashi'S Dragon Maid 11,Coolkyousinnjya,[],openlibrary.org
Miss Kobayashi'S Dragon Maid 9,Coolkyousinnjya,[],openlibrary.org
Miss Vera'S Finishing School For Boys Who Want To,Veronica Vera,"['Transvestites', 'Sex role', 'Transvestism', 'Cross-dressing', 'Cross-dressers']",openlibrary.org
Misshapes,Geordon Nicol,"['Portraits', 'Literature, collections', 'Popular culture', 'Pictorial works', 'Social life and customs', 'Celebrities', 'Fashion']",openlibrary.org
Mississippi Sissy,Kevin Sessums,"['Journalists', 'Gay journalists', 'Biography', 'Journalists, biography', 'Journalists, united states', 'LGBTQ biography and memoir', 'Stonewall Book Awards', 'Lambda Literary Awards', 'Lambda Literary Award Winner', 'New York Times reviewed', 'Mississippi, biography', 'Gay men']",openlibrary.org
Missoula,Jon Krakauer,"['Rape', 'Rape victims', 'Trials (rape)', 'Montana, history, local', 'Acquaintance rape', 'nyt:crime-and-punishment=2016-02-07', 'New York Times bestseller', 'Trials (Rape)', 'nyt:hardcover-nonfiction=2015-05-10', 'New York Times reviewed']",openlibrary.org
Mistress & Master Restraint,Erica Chilson,[],openlibrary.org
Mistress Of Instruction,Christine Kerr,"['Fiction, erotica, general']",openlibrary.org
Misunderstood,Kathryn Kelly,[],openlibrary.org
Mitch O'Connell The World'S Best Artist,Mitch O'Connell,"['Artists, united states', 'Art, catalogs']",openlibrary.org
Mitigating Circumstances,Nancy Rosenberg,"['Fiction', 'Women lawyers', 'Public prosecutors', 'Detective and mystery stories', 'Legal stories', 'Rape', 'Southern California', 'Large type books', 'California, fiction', 'Fiction, mystery & detective, women sleuths', 'Forrester, lily (fictitious character), fiction', 'Women lawyers, fiction', 'Fiction, legal']",openlibrary.org
Mixed Martial Arts - The Book Of Knowledge,Bj Penn,[],openlibrary.org
Mixed Martial Arts Fighting Techniques,Danny Indio,['Mixed martial arts'],openlibrary.org
"Mixed Martial Arts Handbook, The",John Ritschel,['Mixed martial arts'],openlibrary.org
Mi6 Spy Skills For Civilians,Red Riley,['Reference books'],openlibrary.org
"Mma Encyclopedia, The",Jonathon Snowden,[],openlibrary.org
Mma Worldwide Lessons,Mma,[],openlibrary.org
Mma Worldwide Training Manual V2,Mma Worldwide,[],openlibrary.org
Mobbed Up 3 Drill Or Be Drilled,King Rio,[],openlibrary.org
Mobile Design Pattern Gallery,Theresa Neil,"['Application program interfaces (Computer software)', 'Design', 'User interfaces (Computer systems)', 'Graphical user interfaces (Computer systems)', 'Human-computer interaction', 'Development', 'Smartphones', 'Application software', 'Programming', 'Mobile computing', 'Software patterns', 'User interfaces (computer systems)']",openlibrary.org
Mobile First,Luke Wroblewski,"['Mobile computing', 'Programming', 'Application software', 'Development', 'Web sites', 'Design', 'Human-computer interaction', 'Smartphones', 'Gestaltung', 'Mobiles Endgerät', 'Web-Seite']",openlibrary.org
Mobile Phones And Tablets Repairs,Chunkky Oparandu,[],openlibrary.org
Mobile Suit Gundam Thunderbolt 8,Yasuo Ohtagaki,"['Comics & graphic novels, science fiction']",openlibrary.org
Modeling The Figure In Clay A Sculptor'S Guide To,Bruno Lucchesi,[],openlibrary.org
Models Matter,Christopher Niquet,['Fashion photography'],openlibrary.org
"Modern Ak, The",Jorge Amselle,['Firearms'],openlibrary.org
Modern Amazons: Warrior Women On-Screen,Dominique Mainon,[],openlibrary.org
Modern Art The Unholy Marriage Of Art & Comics,Craig Yoe,[],openlibrary.org
Modern Calligraphy & Hand Lettering,Lisa Engelbrecht,[],openlibrary.org
Modern Day Gunslinger The Ultimate Handgun,Don Mann,[],openlibrary.org
Modern Gunsmithing,Clyde Baker,"['Firearms', 'Gunsmithing']",openlibrary.org
"Modern Kama Sutra, The",Kamini Thomas,['Sex instruction'],openlibrary.org
Modern Magick Twelve Lessons In The Magickal Arts,Donald Michael Kraig,"['Magic', 'Occultism']",openlibrary.org
Modern Pagans,V. Vale,"['Interviews', 'Neopaganism', 'Witches', 'Witchcraft', 'Neopagans', 'Neuheidentum']",openlibrary.org
Modern Shunga,Matthew Martin,"['Color prints, japanese', 'Australian wit and humor', 'Pictorial Australian wit and humor', 'ART / Asian', 'Japanese Erotic prints', 'Caricatures and cartoons', 'HUMOR / Topic / Adult']",openlibrary.org
Modern Survival,Barry Davies,"['Survival', 'Survival and emergency equipment', 'Handbooks, manuals', 'Escapes']",openlibrary.org
Modern Tantra,Donald Michael Kraig,['Tantrism'],openlibrary.org
Modernism,Peter Gay,"['Motion pictures', 'Modern Arts', 'Modernism (Music)', 'Modernism (Art)', 'History', 'Modernism (Literaure)', 'Arts, modern', 'Modernism (literature)']",openlibrary.org
Modernism And The Feminine Voice,Kathleen Pyne,"['Modernism (Art)', 'Women artists', 'Art patronage', 'Stieglitz, alfred, 1864-1946', ""O'keeffe, georgia, 1887-1986"", 'Artists, united states', 'Criticism and interpretation']",openlibrary.org
Mohawk Saint,Allan Greer,"['Biography', 'History', 'Jesuits', 'Missions', 'Mohawk Indians', 'Mohawk women', 'Religion', 'Women saints', 'Jesuits, united states', 'Women, united states, biography', 'Indians of north america, religion', 'Jesuits, missions', 'Saints, biography', 'Women, biography', 'Indian women, north america', 'Christian saints']",openlibrary.org
Moments,Hal Buell,"['Documentary photography', 'Photojournalism', 'Photographic reportage', 'United States - 20th Century', 'Photoessays & Documentaries', 'Mass Media - Newspapers', 'Photography', 'United States', 'Photo Essays', 'Pulitzer Prizes', 'Journalism', 'HISTORY / United States / 20th Century', 'Photography / Photo Essays', 'History', 'Collections, Catalogs, Exhibitions', 'Modern - 20th Century', 'Awards', 'Pulitzer prizes']",openlibrary.org
Moments That Made The Movies,David Thomson,"['Motion pictures', 'History', 'Reviews', 'New York Times reviewed', 'Motion pictures, history']",openlibrary.org
Mommy'S Angel (P),Miasha,[],openlibrary.org
Mona Lisa Reimagined,Erik Maell,"['Imitation in art', 'Art objects', 'Art, modern, 21st century', 'Art, themes, motives, etc.']",openlibrary.org
Money Pizza Respect By The Fat Jew,Josh The Fatjew Ostrovsky,[],openlibrary.org
"Money, Power, Respect",Erick S. Gray,[],openlibrary.org
Monika Masked Ball,Thilde Barboni,[],openlibrary.org
Monocyte,Menton3,[],openlibrary.org
Mononoke Sharing V1,Coolkyousinnjya,[],openlibrary.org
Monsoon,Steve Mccurry,"['Monsoons', 'Pictorial works']",openlibrary.org
Monster,Steve Jackson,"['Case studies', 'Murder', 'Serial murders', 'Murder, colorado']",openlibrary.org
Monster,Matt Shaw,[],openlibrary.org
Monster,Enki Bilal,"['Comics & graphic novels, science fiction']",openlibrary.org
Monster Book Of Manga: Girls,,[],openlibrary.org
Monster Girl Encyclopedia Vol I,Kenkou Cross,[],openlibrary.org
Monster Girl Encyclopedia Vol Ii,Kenkou Cross,[],openlibrary.org
Monster In River Oaks,Michael Phillips,[],openlibrary.org
Monster Infirmary 2,Shake-O,"['Monsters', 'Comic books, strips', 'Nurses', 'Hospitals']",openlibrary.org
Monster Massacre,Atomeka,[],openlibrary.org
Monster Massacre Ii,Atomeka,[],openlibrary.org
Monster Musume V1 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
"Monster Musume V1 I ""Heart"" Monster Girls",Ryan Peterson,[],openlibrary.org
Monster Musume V10 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V11 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V12 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V13 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V14 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V15 Everyday Life With Monster Girl,Okayado,[],openlibrary.org
Monster Musume V16,Okayado,[],openlibrary.org
Monster Musume V2 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
"Monster Musume V2 I ""Heart"" Monster Girls",Nobuyoshi Zamural,[],openlibrary.org
Monster Musume V3 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
"Monster Musume V3 I ""Heart"" Monster Girls",Muroku,[],openlibrary.org
Monster Musume V4 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
"Monster Musume V4 I ""Heart"" Monster Girls",Shake-O,[],openlibrary.org
Monster Musume V5 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
Monster Musume V6 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
Monster Musume V7 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
Monster Musume V8 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
Monster Musume V9 Everyday Life With Monster Girls,Okayado,[],openlibrary.org
Monster The Autobiography Of An L.A. Gang Member,Sanyika Shakur,[],openlibrary.org
Monster Wrestling Interspecies Combat Girls,Aoki Takeo,[],openlibrary.org
Monster Wrestling 3,Tyataniyou,[],openlibrary.org
"Monsters A Bestiary Of Devils, Demons, Vampires, W",Christopher Dell,[],openlibrary.org
Monsters And Animals,J.F. Gonzalez,[],openlibrary.org
Monsters In The Closet,Harry Benshoff,"['Horror films', 'Homosexuality in motion pictures', 'History and criticism', 'Monsters in motion pictures', 'Lesbianism in motion pictures', 'Horror films, history and criticism', 'Horror films--history and criticism', 'Pn1995.9.h55 b457 1997', '791.436164']",openlibrary.org
Monstress V6 The Vow,Marjorie Liu,[],openlibrary.org
Montage Of Heck,Kurt Cobain,[],openlibrary.org
Montana 24/7,Rick Smolan,"['Social life and customs', 'Pictorial works']",openlibrary.org
Montauk Revisited,Preston Nichols,"['History', 'Parapsychology and science', 'Time travel', 'Coincidence', 'Occultism & quasi-religious beliefs', 'Science: General Issues', 'Montauk Point', 'New Age / Body, Mind & Spirit', 'History: American', 'USA', 'Parapsychology - ESP (Clairvoyance, Precognition, Telepathy)', 'Military - General', '20th century', 'New York (State)', 'United states, air force']",openlibrary.org
Montparnasse,John Baxter,"['Description and travel', 'History', 'Montparnasse (paris, france)', 'Paris (france), description and travel', 'Paris (france), history']",openlibrary.org
