clean_title,clean_author,subjects,source
Afrodita,Isabel Allende,"['Aphrodisiacs', 'Literary collections', 'Gastronomy', 'Cookery', 'Colecciones literarias', 'Afrodisiacos', 'Large type books', 'Sex', 'Food habits', 'Women authors', 'Authors, biography', 'Kärleksmåltider', 'Afrodisiaka', 'Matlagning', 'Food and drink', 'Autobiography and memoir', 'Afrodisíacos']",openlibrary.org
After All...,Maria Trautman,[],openlibrary.org
After Etan,Lisa Cohen,"['Kidnapping', 'Kidnapping victims', 'Missing children', 'Nonfiction', 'Sociology', 'Crime, united states', 'Victims of crimes']",openlibrary.org
After School Bitchcraft 1,Yu Shimizu,[],openlibrary.org
After Silence,Nancy Raine,"['Crimes against', 'Family relationships', 'Psychological aspects', 'Psychological aspects of Violent crimes', 'Psychology', 'Rape victims', 'Violent crimes', 'Women', 'Family Relations', 'Rape', 'Rape trauma syndrome', 'Women, crimes against', 'nyt:crime-and-punishment=2014-10-12', 'New York Times bestseller', 'New York Times reviewed']",openlibrary.org
After The Darkness,Tilly Bagshawe,"['Fiction', 'Billionaires', 'Ponzi schemes', 'Literature', 'Avarice', 'Mystery fiction', 'Swindlers and swindling', 'Greed', 'Fiction, mystery & detective, general', 'New york (n.y.), fiction']",openlibrary.org
After The Fire,Will Hill,"['Cults', 'Fiction', 'Hospital care', 'Psychology', 'Survival', ""Children's fiction"", 'Survival, fiction']",openlibrary.org
After-Hours Girls,Geavonnie Frazier,"['Abused women', 'Female friendship', 'African Americans', 'Fiction', 'Fiction, short stories (single author)', 'Fiction, erotica, general']",openlibrary.org
Afterburn,Zane,"['Fiction', 'Dating (Social customs)', 'African Americans', 'Fiction, romance, general', 'African americans, fiction', 'Fiction, humorous', 'Dating (social customs), fiction', 'Washington (d.c.), fiction']",openlibrary.org
Afterglow More Stories Of The Lesbian Desire,Karen Barber,[],openlibrary.org
Against All Odds,Destiny Raysor,[],openlibrary.org
"Against Our Will: Men, Women And Rape",Susan Brownmiller,"['Rape', 'Crimes sexuels', 'Viol', 'Vergewaltigung', 'Social sciences', 'Estupro (aspectos sociais)', 'Violãencia contra a mulher', 'Mulheres (sociologia)', 'Feminismo']",openlibrary.org
Against The Wind,J. F. Freedman,"['Fiction', 'Trials (Murder)', 'Fiction, legal', 'Fiction, thrillers, general']",openlibrary.org
Against Their Will: Sadistic Kidnappers And The,Nigel Cawthorne,[],openlibrary.org
Age Of Darkness V3,Joe Brusha,[],openlibrary.org
Age Of Darkness V5,Joe Brusha,[],openlibrary.org
Aggravated,Micheal Sirois,[],openlibrary.org
Aggressive Defense,David Christian,[],openlibrary.org
Agrippina,Claire Bretecher,['Pictorial French wit and humor'],openlibrary.org
Agua Para Elefantes,Sara Gruen,[],openlibrary.org
Ai Weiwei Beijing Photographs 1993-2003,Al Weiwei,[],openlibrary.org
Ai Yori Aoshi N1,Kou Fumizuki,[],openlibrary.org
Ai Yori Aoshi N1-3 Collection,Kou Fumizuki,[],openlibrary.org
Ai Yori Aoshi N2,Kou Fumizuki,[],openlibrary.org
Ai Yori Aoshi N3,Kou Fumizuki,[],openlibrary.org
Aids,Douglas Crimp,"['AIDS (Disease)', 'Social aspects', 'Aspect social', 'Kulturkreis', 'Sida', 'Social Environment', 'AIDS', 'Public Policy', 'Acquired Immunodeficiency Syndrome']",openlibrary.org
"Aiki Singuilarity, The",S.E. Meredith,[],openlibrary.org
Aikido,Adele Westbrook,['Aikido'],openlibrary.org
Aikido,Peter Brady,[],openlibrary.org
Aikido And Words Of Power,William Gleason,"['Aikido', 'Psychological aspects', 'Psychological aspects of Aikido']",openlibrary.org
Aikido For Life,Gaku Homma,"['Training', 'Aikido']",openlibrary.org
Ail (The Spanky'S Story),Robert Walker,[],openlibrary.org
Air Gear Omnibus 4,Oh!Great,"['Comics & graphic novels, manga, general', 'High school students', 'Gangs', 'Comic books, strips']",openlibrary.org
Air Gear Omnibus 5,Oh!Great,"['Comics & graphic novels, general', 'High school students', 'Gangs', 'Comic books, strips']",openlibrary.org
Air Gear Omnibus 6,Oh!Great,"['Comics & graphic novels, general']",openlibrary.org
Air Gear V22,Oh!Great,[],openlibrary.org
Air Gear V28,Oh!Great,[],openlibrary.org
Air Powered,Elyce Wakerman,['Airbrush art'],openlibrary.org
Airborne Ranger,Alan Landau,"['Airborne troops', 'Commando troops', 'History', 'United States', 'United States. Army']",openlibrary.org
Airbrush And Makeup,Jos Brands,[],openlibrary.org
Airbrush Bible,Timothy Remus,"['Technique', 'Airbrush art', 'Airbrush art, technique']",openlibrary.org
Airbursh The Complete Studio Handbook,Radu Vero,[],openlibrary.org
Ak-47,Chris Mcnab,"['AK-47 rifle', 'Rifles']",openlibrary.org
Akame Ga Kill Zero V7,Takahiro,[],openlibrary.org
Akame Ga Kill Zero V8,Takahiro,[],openlibrary.org
Akame Ga Kill Zero V9,Takahiro,[],openlibrary.org
Akira 4,Katsuhiro Otomo,"['Parapsychology', 'Comic books strips', 'Teenagers', 'Comic books, strips', 'Comics & graphic novels, manga, science fiction', 'Comics & graphic novels, east asian style, manga, science fiction', 'Science fiction comic books, strips']",openlibrary.org
Alazar'S Fetish Fantasies V1,,[],openlibrary.org
Albert Anastasia: The Greatest Mobster,Amy Delaney,[],openlibrary.org
Alberto Vargas: Works From The Max Vargas Collecti,Reid Austin,[],openlibrary.org
Albina And The Dog-Men,Alejandro Jodorowsky,"['Women', 'Amnesiacs', 'Albinos and albinism', 'Fiction', 'Fiction, general', 'Chile, fiction']",openlibrary.org
Albrecht Durer,Sandra Forty,[],openlibrary.org
Alcatraz #1259,William G Baker,[],openlibrary.org
Alchemy & Kabbalah In The Tarot,Samael Weor,"['Cabala', 'Mysticism', 'Judaism', 'Gnosticism', 'Self-actualization (Psychology)', 'Religious aspects']",openlibrary.org
Alchemy 1977 Gothic 2018 Calendar,Alchemygothic,[],openlibrary.org
Alcibiades The Scholbooy,Antonio Rocco,[],openlibrary.org
Alcohol Can Be A Gas,David Blume,"['Alcohol as fuel', 'Power resources']",openlibrary.org
"Alcoholic, The",Jonathan Ames,"['Alcoholics', 'Novelists', 'Comic books, strips', 'Substance abuse', 'Medicine', 'Alcoholism', 'Authorship', 'Cartoons', 'Comics & graphic novels, general', 'Writing']",openlibrary.org
Alena,Kim W. Andersson,"['Comics & graphic novels, crime & mystery', 'COMICS & GRAPHIC NOVELS / Manga / Media Tie-In', 'COMICS & GRAPHIC NOVELS / Horror', 'COMICS & GRAPHIC NOVELS / Crime & Mystery']",openlibrary.org
Alex & Ada V2,Jonathan Luna,[],openlibrary.org
Alex Cross (Previously Published As Cross),James Patterson,[],openlibrary.org
Alexander Ii,Edvard Radzinsky,"['Emperors', 'Biography', 'History', 'Alexander ii, emperor of russia, 1818-1881', 'Soviet union, history, 19th century']",openlibrary.org
Alexander'S Legacy To The Strongest,Robert Fabbri,[],openlibrary.org
Alfa Romeo Montreal,Bruce Taylor,['Reference books'],openlibrary.org
Alias Man Ray,Mason Klein,"['Exhibitions', 'Psychology', 'Ray, man, 1890-1976', 'Artists, united states']",openlibrary.org
Alibi Ii: Nard'S Revenge,Teri Woods,[],openlibrary.org
Alice Neel People Come First,Kelly Baum,[],openlibrary.org
Alien The Archive,Mark Salisbury,"['Alien (Motion picture)', 'Motion picture plays', 'Human-alien encounters', 'Life on other planets', 'Motion pictures', 'Alien films', 'Science fiction films', 'Film criticism']",openlibrary.org
"Alien, The",Raymond Jones,[],openlibrary.org
"Alienist, The",Caleb Carr,"['Fiction', 'Serial murders', 'Mystery fiction', 'Historical fiction', 'Serial murders -- Fiction', 'Psychologists', 'Police corruption', 'Journalists', 'Serial murders, fiction', 'New york (n.y.), fiction', 'Fiction, mystery & detective, general', 'Fiction, historical', 'Homicide', 'Large type books', 'New York Times reviewed', 'Kreizler, laszlo (fictitious character), fiction', 'Forensic psychiatrists, fiction', 'Fiction, historical, general', 'Asesinatos seriales', 'Novela policíaca', 'Ficción', 'Novela histórica', 'Unabridged Books on compact disc', 'Audiobooks', 'Novela policíaca americana', 'Novela policíaca americana -- Ficción', 'New York (N.Y.) -- Fiction', 'Nueva York (N.Y.) -- Ficción', 'Fiction, thrillers, general', 'Fiction, suspense', 'Fiction, mystery & detective, historical']",openlibrary.org
Aliens,Ron Miller,"['Science fiction', ""Children's fiction"", 'Children, fiction', 'Extraterrestrial beings, fiction', 'Fiction, general']",openlibrary.org
Aliens In America,Jodi Dean,"['Alien abduction', 'Human-alien encounters', 'Social aspects', 'Social aspects of Alien abduction', 'Social aspects of Human-alien encounters', 'Human-alien encounters -- Social aspects -- United States']",openlibrary.org
All About Techniques In Dry Media,,[],openlibrary.org
All Flesh Must Be Eaten,,[],openlibrary.org
All I Ever Wanted,Kathy Valentine,"['Music, history and criticism', 'Bass guitar', 'Guitarists', 'Musicians, biography', 'New wave music', 'Rock & Pop Music', 'Punk rock musicians']",openlibrary.org
All I Want Is You,Elizabeth Anthony,"['Twenties (20th century)', 'Fiction', 'Fiction, romance, historical', 'Great britain, fiction', 'Fiction, romance, historical, general']",openlibrary.org
All In One Comptia Network + Exam N10-005,Mike Meyers,[],openlibrary.org
All Is Not Forgotten,Wendy Walker,"['Fiction, general', 'Fiction, psychological', 'Fiction, suspense', 'Young women, fiction', 'Connecticut, fiction']",openlibrary.org
All My Boys,Lindsay Lozon,"['Photography of the nude', 'Photography of men', 'Gay erotic photography', 'Gay men', 'Pictorial works']",openlibrary.org
All Natural Beauties,Adam Koons,[],openlibrary.org
All Of Me Is Illlustrated Tattoos By Today'S,Ray Bradbury,[],openlibrary.org
All Of Me Is Illustrated,Ray Bradbury,"['Fiction, fantasy, general', 'Photography']",openlibrary.org
All Or Nothing,Blake Karrington,"['African-American', 'Man-woman relationships', 'African American basketball players', 'Fiction']",openlibrary.org
All Over Creation,Ruth L. Ozeki,"['Fathers and daughters', 'Literature', 'Single mothers', 'Potato growers', 'Fiction', 'Romance', 'Farms', 'Mothers and daughters', 'Farm life', 'Agriculture', 'American Pastoral fiction', 'Genetic engineering', 'Agricultural industries', 'Fiction, general', 'Idaho, fiction', 'General', 'Environmental aspects']",openlibrary.org
All The Flowers Are Dying (H),Lawrence Block,[],openlibrary.org
All The Flowers Are Dying (P),Lawrence Block,[],openlibrary.org
All The Rage,Courtney Summers,"['Bullying', 'Interpersonal relations', 'Young adult fiction', 'Conduct of life', 'Missing persons', 'Rape', 'Fiction', ""Children's fiction"", 'Conduct of life, fiction', 'Missing persons, fiction', 'Interpersonal relations, fiction', 'Rape, fiction', 'Bullying, fiction', 'JUVENILE FICTION / Social Issues / Bullying', 'JUVENILE FICTION / Social Issues / Violence']",openlibrary.org
All You Need Is Love: The Story Of Popular Music,Tony Palmer,[],openlibrary.org
All-In-One Comptia Network + Certification Exam,Mike Meyers,[],openlibrary.org
Alluring Women,Cuvie,[],openlibrary.org
"Almighty Latin King And Queen Nation, The",David C Brotherton,"['Case studies', 'Gangs', 'Social conditions', 'Almighty Latin King and Queen Nation (Gang)', 'Hispanic American youth', 'Youth with social disabilities', 'African American youth', 'History', 'People with social disabilities', 'New york (n.y.), social conditions', 'New york (state), social conditions', 'Hispanic americans, social conditions', 'African americans, social conditions']",openlibrary.org
Almost Paradise,Kieran Crowley,"['Murder', 'Case studies', 'Murder, new york (state)']",openlibrary.org
Alone With The Devil,Ronald Markman,"['Forensic psychiatry', 'Case studies', 'Insanity (Law)']",openlibrary.org
Along For The Ride,Mickey Royal,[],openlibrary.org
Alp,William Hjortsberg,[],openlibrary.org
Alpha Male The 7 Laws Of Power,Sean Wayne,[],openlibrary.org
Alt-America,David A. Neiwert,"['Politics and government', 'History', 'Social conditions', 'Race relations', 'White nationalism', 'Right-wing extremists', 'Radicalism', 'White supremacist movements', 'POLITICAL SCIENCE', 'Political Ideologies', 'Conservatism & Liberalism', 'SOCIAL SCIENCE', 'Anthropology', 'Cultural & Social', 'Sociology', 'White supremacy movements', 'United states, race relations', 'United states, politics and government, 1989-', 'United states, social conditions, 1980-', 'White nationalism -- United States -- History -- 21st century', 'White supremacy movements -- United States -- History -- 21st century', 'Right-wing extremists -- United States -- History -- 21st century', 'Radicalism -- United States -- History -- 21st century', 'United States -- Race relations -- History -- 21st century', 'United States -- Politics and government -- 1989-', 'United States -- Social conditions -- 1980-']",openlibrary.org
"Altar Of Venus, The",Anonymous,[],openlibrary.org
Altered Carbon,Richard Morgan,"['Science Fiction', 'Cyberpunk', 'Thriller', 'Life on other planets', 'Fiction', 'Fiction, science fiction, hard science fiction', 'Fiction, science fiction, general', 'Long Now Manual for Civilization', 'Science Fiction And Fantasy', 'Fiction - Science Fiction', 'Science Fiction - High Tech', 'Fiction / Science Fiction / High Tech', 'Conspiracy', 'Murder', 'Private investigators', 'Soldiers of fortune', 'Rich people', 'Investigation', 'Interstellar travel', 'Nanotechnology', 'Genetic engineering', 'Immortalism', 'General', 'Dystopias', 'Hard Science Fiction', 'Action & Adventure', 'Media Tie-In', 'Fiction, science fiction, steampunk']",openlibrary.org
Alternative Manga V1,Sean Wilson,[],openlibrary.org
Alvarado'S Cosplay Pin Ups,Robert Alvarado,"['Photography, erotic', 'Pinup art']",openlibrary.org
Alvarado'S Pin-Up Nudes,Robert Alvarado,"['Nude in art', 'Pinup art', 'Glamour photography', 'Photography of women', 'Photography of the nude']",openlibrary.org
Alvarado'S Pin-Up Nudes 2Nd Ed.,Robert Alvarado,[],openlibrary.org
Always Running: La Vida Loca: Gang Days In L.A.,Luis Rodriguez,[],openlibrary.org
Amateurs,Michael Hemmingson,"['Fiction, erotica, general', 'California, fiction']",openlibrary.org
Amazing Visual Illusions: Trick Your Mind And,Gianni A. Sarcone,"['Optical illusions', 'Visual perception']",openlibrary.org
"Amazing, Enlightening & True Adventures Of",Kim Deitch,"['Motion pictures', 'Man-woman relationships', 'Motion picture actors and actresses', 'Eccentrics and eccentricities', 'Single women', 'Production and direction', 'Comic books, strips', 'Comics & graphic novels, general', 'New york (state), fiction']",openlibrary.org
Amber Blake,Jade Lagardere,[],openlibrary.org
Ambush In Dealey Plaza,Robert Murdoch,[],openlibrary.org
America,Jon Stewart,"['Humor', 'Politics and government', 'History', 'American Satire', 'American wit and humor', 'Humor, topic, politics', 'American wit and humor, politics, government, armed services', 'United states, history, humor, caricatures, etc.', 'Democracy', 'United states, politics and government']",openlibrary.org
America Deceived,E.A. Blayre Iii,[],openlibrary.org
America In The Twentieth Century,Frank Freidel,"['History', 'United States', '20th century', 'Historia', 'United states, history, 20th century', 'Histoire']",openlibrary.org
America Swings,Richard Prince,"['Photography, erotic', 'Photography of the nude']",openlibrary.org
America 24/7,Rick Smolan,"['Pictorial works', 'Social life and customs', 'United states, social life and customs']",openlibrary.org
America'S Fascinating Indian Heritage,James Maxwell,['Indians of North America'],openlibrary.org
America'S Impressionism Echoes Of A Revolution,Amanda Burdan,[],openlibrary.org
America'S Soul,Erick S. Gray,"['African Americans', 'Fiction', 'Fiction, family life', 'Friendship, fiction']",openlibrary.org
American Dreams,Sapphire,"['African American lesbians', 'Literary collections', 'City and town life', 'Violence', 'American poetry (collections), 20th century', 'Poetry (poetic works by one author)']",openlibrary.org
American Geisha The Art Of Olivia,Olivia De Berardinis,[],openlibrary.org
American Gods Shadows Bk1,Neil Gaiman,[],openlibrary.org
American Gods V2 My Ainsel,Neil Gaiman,[],openlibrary.org
American Gun,Chris Kyle,"['Military History', 'Firearms', 'United States', 'United States. Army', 'History', 'nyt:combined-print-and-e-book-nonfiction=2013-06-23', 'New York Times bestseller', 'Firearms, history', 'United states, history, military']",openlibrary.org
American Hardcore,Steven Blush,"['History and criticism', 'Punk rock music', 'Punk rock musicians', 'Punk culture', 'Hardcore (Music)', 'Hardcore musicians', 'Rock musicians, united states', 'Hardcore', 'Jugendkultur', 'Tonträger']",openlibrary.org
American Hookup: The New Culture Of Sex On Campus,Lisa Wade,[],openlibrary.org
American Hunks,David Chapman,"['Masculinity in popular culture', 'Men', 'Pictorial works', 'Photography of men', 'Men in popular culture']",openlibrary.org
American Impressionism,Richard Boyle,"['American Painting', 'Impressionism (Art)', 'Modern Painting', 'United States', 'Impressionnisme (Art)', 'Peinture', 'Impressionisme', 'Bildnis', 'Noise', 'Hearing Loss, Noise-Induced', 'Adverse effects', 'Prevention & control']",openlibrary.org
American Indian Myths & Legends,Richard Erdoes,"['Religion and mythology', 'Legends', 'Indians of North America', 'Indian mythology', 'Folklore', 'Umschulungswerkstätten für Siedler und Auswanderer', 'Légendes', 'Indiens', 'Native Americans', 'Religion', 'Legende', 'Geschichte', 'Mythology', 'North American Indians', 'Literature', 'Mythologie', 'Religion et mythologie', 'Indianer', 'Indians of north america, northwest, pacific', 'Indians of north america, folklore', 'Indian mythology, north america', 'Long Now Manual for Civilization']",openlibrary.org
